Date,Price,Open,High,Low,Change %
2022-01-27,6.3643,6.3363,6.3706,6.3356,0.69%
2022-01-26,6.3206,6.3225,6.3254,6.3186,-0.08%
2022-01-25,6.3257,6.3285,6.3326,6.3223,-0.07%
2022-01-24,6.3304,6.3349,6.3354,6.3243,-0.13%
2022-01-21,6.3385,6.345,6.346,6.3358,-0.03%
2022-01-20,6.3406,6.3439,6.3478,6.3395,-0.06%
2022-01-19,6.3447,6.3534,6.3561,6.3435,-0.12%
2022-01-18,6.3525,6.347,6.356,6.3376,0.07%
2022-01-17,6.3482,6.3586,6.359,6.3417,-0.07%
2022-01-14,6.3524,6.3606,6.3618,6.3386,-0.11%
2022-01-13,6.3595,6.3582,6.3651,6.3549,0.02%
2022-01-12,6.358,6.3688,6.3694,6.3566,-0.24%
2022-01-11,6.3735,6.3722,6.3771,6.3685,-0.03%
2022-01-10,6.3756,6.3744,6.3779,6.3698,-0.02%
2022-01-07,6.3769,6.3787,6.3832,6.371,-0.08%
2022-01-06,6.3822,6.3707,6.3859,6.3667,0.29%
2022-01-05,6.364,6.3724,6.3745,6.3623,-0.13%
2022-01-04,6.3721,6.3719,6.3794,6.3691,0.31%
2021-12-31,6.3521,6.3762,6.379,6.3384,-0.27%
2021-12-30,6.3691,6.3703,6.3797,6.3667,0.02%
2021-12-29,6.368,6.3687,6.3738,6.3659,-0.01%
2021-12-28,6.3684,6.3714,6.3743,6.3657,-0.03%
2021-12-27,6.3705,6.3706,6.3749,6.3675,0.05%
2021-12-24,6.3672,6.372,6.3726,6.3658,-0.04%
2021-12-23,6.3696,6.3685,6.3735,6.3671,0.00%
2021-12-22,6.3695,6.3682,6.3752,6.3675,-0.03%
2021-12-21,6.3716,6.3745,6.3769,6.367,-0.06%
2021-12-20,6.3756,6.3828,6.3847,6.3732,0.01%
2021-12-17,6.3748,6.3691,6.3845,6.3675,0.12%
2021-12-16,6.3674,6.3664,6.371,6.3637,0.00%
2021-12-15,6.3673,6.3647,6.3696,6.3618,0.00%
2021-12-14,6.3671,6.3715,6.3726,6.3597,0.06%
2021-12-13,6.363,6.3664,6.3685,6.3584,-0.09%
2021-12-10,6.3685,6.383,6.384,6.3609,-0.14%
2021-12-09,6.3772,6.347,6.3786,6.3411,0.53%
2021-12-08,6.3435,6.3668,6.3675,6.3428,-0.35%
2021-12-07,6.3657,6.3732,6.3746,6.3636,-0.16%
2021-12-06,6.3756,6.3713,6.3808,6.366,0.00%
2021-12-03,6.3758,6.3771,6.3773,6.3666,-0.01%
2021-12-02,6.3763,6.371,6.3808,6.3663,0.14%
2021-12-01,6.3673,6.3681,6.3738,6.3596,0.05%
2021-11-30,6.364,6.379,6.3795,6.3625,-0.37%
2021-11-29,6.3875,6.3885,6.3903,6.3779,-0.08%
2021-11-26,6.3924,6.3861,6.395,6.3854,0.10%
2021-11-25,6.386,6.3914,6.392,6.3838,-0.09%
2021-11-24,6.3917,6.3896,6.3945,6.3838,0.01%
2021-11-23,6.391,6.3854,6.3948,6.3812,0.11%
2021-11-22,6.3842,6.3907,6.391,6.3746,-0.03%
2021-11-19,6.3863,6.3837,6.3925,6.3791,0.02%
2021-11-18,6.3851,6.378,6.3896,6.3733,0.12%
2021-11-17,6.3775,6.3888,6.3945,6.3741,-0.23%
2021-11-16,6.3919,6.3819,6.398,6.3664,0.15%
2021-11-15,6.3824,6.3808,6.3868,6.3768,0.06%
2021-11-12,6.3787,6.3962,6.3989,6.3781,-0.17%
2021-11-11,6.3898,6.3889,6.4098,6.3882,0.03%
2021-11-10,6.3882,6.3928,6.3965,6.3823,-0.05%
2021-11-09,6.3916,6.3924,6.3986,6.3873,0.02%
2021-11-08,6.3902,6.3967,6.4008,6.3914,-0.12%
2021-11-05,6.398,6.3966,6.4061,6.3966,0.02%
2021-11-04,6.397,6.396,6.4013,6.3899,-0.14%
2021-11-03,6.4061,6.4009,6.4085,6.3924,0.10%
2021-11-02,6.3995,6.3966,6.403,6.3941,0.04%
2021-11-01,6.3972,6.406,6.4079,6.3941,-0.12%
2021-10-29,6.405,6.3931,6.4094,6.3876,0.21%
2021-10-28,6.3917,6.3976,6.405,6.3914,0.00%
2021-10-27,6.3915,6.381,6.3986,6.3805,0.15%
2021-10-26,6.382,6.3825,6.3874,6.3777,-0.06%
2021-10-25,6.3856,6.3875,6.3929,6.3787,0.03%
2021-10-22,6.3839,6.391,6.4019,6.3808,-0.13%
2021-10-21,6.3925,6.394,6.4031,6.3872,-0.02%
2021-10-20,6.3936,6.3818,6.3979,6.3818,0.18%
2021-10-19,6.3822,6.4299,6.4299,6.3797,-0.73%
2021-10-18,6.429,6.4335,6.4405,6.4276,-0.08%
2021-10-15,6.434,6.4358,6.4415,6.4255,-0.06%
2021-10-14,6.438,6.4337,6.4417,6.4311,0.18%
2021-10-13,6.4262,6.4506,6.452,6.4253,-0.35%
2021-10-12,6.4485,6.459,6.4594,6.446,-0.02%
2021-10-11,6.4501,6.4425,6.4507,6.4341,0.10%
2021-10-08,6.4435,6.4493,6.4529,6.4392,-0.03%
2021-09-30,6.4452,6.4711,6.4752,6.4431,-0.39%
2021-09-29,6.4702,6.461,6.476,6.4604,0.17%
2021-09-28,6.4595,6.4597,6.4639,6.451,0.05%
2021-09-27,6.456,6.4559,6.4653,6.4536,-0.15%
2021-09-24,6.466,6.4602,6.4714,6.4563,0.11%
2021-09-23,6.459,6.4703,6.4711,6.4513,0.01%
2021-09-22,6.4583,6.4662,6.4745,6.4596,-0.11%
2021-09-17,6.4655,6.4547,6.4707,6.4464,0.14%
2021-09-16,6.4566,6.4336,6.4602,6.4299,0.38%
2021-09-15,6.432,6.4434,6.4462,6.4296,-0.10%
2021-09-14,6.4382,6.4482,6.4529,6.4367,-0.20%
2021-09-13,6.4511,6.4443,6.4592,6.4443,0.11%
2021-09-10,6.444,6.457,6.4577,6.4348,-0.11%
2021-09-09,6.4514,6.462,6.4653,6.4513,-0.15%
2021-09-08,6.4612,6.4644,6.4669,6.4559,-0.08%
2021-09-07,6.4662,6.455,6.4689,6.4525,0.19%
2021-09-06,6.4542,6.454,6.4615,6.4506,0.02%
2021-09-03,6.4528,6.4553,6.4613,6.4333,-0.05%
2021-09-02,6.4558,6.46,6.4649,6.4536,-0.04%
2021-09-01,6.4586,6.4618,6.4711,6.4584,-0.03%
2021-08-31,6.4604,6.468,6.4728,6.455,-0.08%
2021-08-30,6.4658,6.466,6.4727,6.464,-0.08%
2021-08-27,6.4711,6.4815,6.4884,6.4717,-0.15%
2021-08-26,6.4809,6.4725,6.4878,6.4725,0.08%
2021-08-25,6.4756,6.4714,6.4811,6.4707,0.07%
2021-08-24,6.471,6.479,6.4851,6.4676,-0.15%
2021-08-23,6.4805,6.4915,6.4973,6.4788,-0.32%
2021-08-20,6.5012,6.496,6.5057,6.4935,0.11%
2021-08-19,6.4942,6.4847,6.4997,6.484,0.16%
2021-08-18,6.4841,6.4861,6.4872,6.4776,-0.02%
2021-08-17,6.4854,6.4787,6.4889,6.4759,0.17%
2021-08-16,6.4742,6.4774,6.481,6.4719,-0.04%
2021-08-13,6.4768,6.4778,6.4854,6.4749,-0.02%
2021-08-12,6.4782,6.4767,6.4811,6.4719,0.00%
2021-08-11,6.4783,6.4846,6.4894,6.4752,-0.11%
2021-08-10,6.4852,6.4826,6.4875,6.4774,-0.01%
2021-08-09,6.4857,6.4835,6.4895,6.4731,0.05%
2021-08-06,6.4825,6.466,6.4848,6.4622,0.34%
2021-08-05,6.4608,6.4671,6.4677,6.4595,-0.07%
2021-08-04,6.4655,6.4662,6.4673,6.4555,-0.07%
2021-08-03,6.47,6.4656,6.471,6.4604,0.12%
2021-08-02,6.462,6.4615,6.4693,6.458,0.02%
2021-07-30,6.4609,6.4645,6.4693,6.4506,0.07%
2021-07-29,6.4562,6.4908,6.4908,6.4544,-0.53%
2021-07-28,6.4905,6.5095,6.5101,6.4891,-0.31%
2021-07-27,6.5104,6.476,6.5132,6.4735,0.43%
2021-07-26,6.4825,6.479,6.4875,6.4785,0.03%
2021-07-23,6.4808,6.4683,6.4829,6.467,0.17%
2021-07-22,6.4699,6.4675,6.4717,6.4616,0.05%
2021-07-21,6.4664,6.4787,6.4818,6.4653,-0.28%
2021-07-20,6.4845,6.4869,6.491,6.4766,-0.07%
2021-07-19,6.4893,6.4784,6.4924,6.4763,0.17%
2021-07-16,6.4785,6.4648,6.4798,6.4619,0.33%
2021-07-15,6.4569,6.4609,6.4708,6.4555,-0.18%
2021-07-14,6.4688,6.4741,6.4783,6.4498,0.00%
2021-07-13,6.4685,6.4699,6.4756,6.4619,-0.10%
2021-07-12,6.4751,6.4763,6.4798,6.4697,-0.06%
2021-07-09,6.4788,6.4851,6.4922,6.477,-0.17%
2021-07-08,6.4898,6.4771,6.4928,6.4721,0.28%
2021-07-07,6.4718,6.4766,6.4774,6.4608,-0.05%
2021-07-06,6.4752,6.461,6.4811,6.458,0.19%
2021-07-05,6.463,6.4696,6.4705,6.4572,-0.14%
2021-07-02,6.4721,6.4693,6.4855,6.4688,0.06%
2021-07-01,6.4679,6.4622,6.4708,6.4581,0.18%
2021-06-30,6.4566,6.4634,6.4646,6.4525,-0.11%
2021-06-29,6.4635,6.459,6.4687,6.4538,0.12%
2021-06-28,6.4555,6.4603,6.4659,6.4528,0.02%
2021-06-25,6.4545,6.4653,6.4681,6.4496,-0.24%
2021-06-24,6.4701,6.478,6.4837,6.4645,-0.04%
2021-06-23,6.4727,6.474,6.4903,6.4712,-0.13%
2021-06-22,6.4811,6.4647,6.4831,6.458,0.24%
2021-06-21,6.4659,6.4507,6.4732,6.4474,0.21%
2021-06-18,6.4525,6.4476,6.4549,6.434,0.07%
2021-06-17,6.4477,6.3972,6.4512,6.3972,0.79%
2021-06-16,6.3969,6.4026,6.4068,6.3945,-0.13%
2021-06-15,6.4052,6.4056,6.4089,6.3979,0.13%
2021-06-11,6.3967,6.3869,6.4005,6.3839,0.06%
2021-06-10,6.3929,6.3875,6.397,6.381,0.10%
2021-06-09,6.3865,6.3986,6.3994,6.3818,-0.21%
2021-06-08,6.4,6.3915,6.4025,6.3885,0.06%
2021-06-07,6.3963,6.396,6.4038,6.3925,0.03%
2021-06-04,6.3945,6.4047,6.4135,6.3932,-0.14%
2021-06-03,6.4036,6.3811,6.4056,6.3797,0.36%
2021-06-02,6.3805,6.378,6.392,6.376,0.01%
2021-06-01,6.3796,6.3676,6.3858,6.3611,0.17%
2021-05-31,6.3688,6.369,6.3757,6.3568,0.02%
2021-05-28,6.3674,6.383,6.3854,6.3612,-0.24%
2021-05-27,6.3824,6.3946,6.3979,6.3731,-0.13%
2021-05-26,6.3905,6.411,6.4111,6.3863,-0.30%
2021-05-25,6.41,6.4111,6.4159,6.4011,-0.12%
2021-05-24,6.4177,6.4387,6.4405,6.4163,-0.25%
2021-05-21,6.4339,6.4335,6.4381,6.4272,0.00%
2021-05-20,6.4339,6.435,6.4442,6.4308,0.00%
2021-05-19,6.4342,6.4246,6.4412,6.4222,0.14%
2021-05-18,6.425,6.4338,6.4356,6.4177,-0.21%
2021-05-17,6.4388,6.4419,6.4457,6.4344,0.03%
2021-05-14,6.4367,6.4476,6.4508,6.4292,-0.22%
2021-05-13,6.4506,6.4545,6.4594,6.4472,-0.09%
2021-05-12,6.4566,6.4296,6.4585,6.4276,0.44%
2021-05-11,6.4285,6.4274,6.4345,6.4193,0.20%
2021-05-10,6.4156,6.4337,6.4352,6.4085,-0.24%
2021-05-07,6.431,6.4662,6.4668,6.4315,-0.45%
2021-05-06,6.4598,6.4808,6.484,6.4623,-0.20%
2021-04-30,6.473,6.4713,6.478,6.4633,0.03%
2021-04-29,6.471,6.4745,6.48,6.464,-0.09%
2021-04-28,6.4771,6.4865,6.4911,6.4784,-0.09%
2021-04-27,6.483,6.4865,6.4914,6.4792,-0.02%
2021-04-26,6.4844,6.4857,6.4934,6.4827,-0.16%
2021-04-23,6.4945,6.4926,6.5004,6.4893,0.05%
2021-04-22,6.491,6.4892,6.4958,6.4812,0.01%
2021-04-21,6.4903,6.5015,6.5029,6.4883,-0.12%
2021-04-20,6.4981,6.5071,6.5097,6.4911,-0.16%
2021-04-19,6.5085,6.5293,6.5317,6.5047,-0.18%
2021-04-16,6.5203,6.5304,6.5348,6.5169,-0.03%
2021-04-15,6.522,6.5307,6.5428,6.5202,-0.11%
2021-04-14,6.5292,6.5402,6.5438,6.5274,-0.21%
2021-04-13,6.5431,6.5462,6.5548,6.5415,-0.02%
2021-04-12,6.5443,6.5584,6.5609,6.5427,-0.12%
2021-04-09,6.5522,6.5476,6.5627,6.5452,0.03%
2021-04-08,6.5505,6.5493,6.5531,6.5453,0.14%
2021-04-07,6.5415,6.5398,6.5475,6.5358,0.07%
2021-04-06,6.537,6.5546,6.5602,6.5388,-0.42%
2021-04-02,6.5646,6.5637,6.5694,6.5578,0.00%
2021-04-01,6.5645,6.5556,6.5792,6.5543,0.19%
2021-03-31,6.5518,6.5687,6.5719,6.5445,-0.30%
2021-03-30,6.5716,6.5792,6.5802,6.5622,0.06%
2021-03-29,6.5678,6.5416,6.5746,6.5406,0.41%
2021-03-26,6.5412,6.5391,6.5471,6.5369,-0.06%
2021-03-25,6.5452,6.5283,6.5483,6.5283,0.34%
2021-03-24,6.523,6.5191,6.5286,6.5157,0.11%
2021-03-23,6.516,6.5063,6.518,6.5062,0.14%
2021-03-22,6.507,6.51,6.5134,6.5047,0.00%
2021-03-19,6.507,6.5117,6.5184,6.5005,0.02%
2021-03-18,6.5054,6.4932,6.5125,6.4894,0.04%
2021-03-17,6.503,6.5056,6.508,6.4981,-0.03%
2021-03-16,6.5052,6.4968,6.5078,6.4937,0.09%
2021-03-15,6.4996,6.4946,6.5111,6.4946,-0.13%
2021-03-12,6.5081,6.4809,6.51,6.4769,0.23%
2021-03-11,6.4932,6.4965,6.5026,6.4822,-0.18%
2021-03-10,6.505,6.5089,6.5179,6.5006,0.00%
2021-03-09,6.505,6.5261,6.5446,6.503,-0.31%
2021-03-08,6.525,6.4967,6.533,6.4915,0.45%
2021-03-05,6.496,6.47,6.4992,6.4691,0.41%
2021-03-04,6.4694,6.4717,6.4731,6.465,0.03%
2021-03-03,6.4675,6.4675,6.4741,6.4556,-0.04%
2021-03-02,6.4702,6.466,6.4768,6.4654,0.08%
2021-03-01,6.4648,6.4676,6.4713,6.458,-0.13%
2021-02-26,6.473,6.4825,6.483,6.4564,0.29%
2021-02-25,6.4541,6.4566,6.458,6.4454,-0.02%
2021-02-24,6.4556,6.4555,6.463,6.4451,-0.13%
2021-02-23,6.464,6.4566,6.4707,6.4534,0.02%
2021-02-22,6.4625,6.4585,6.4703,6.4564,0.11%
2021-02-19,6.4555,6.471,6.4755,6.4507,-0.48%
2021-02-18,6.4869,6.4471,6.4902,6.4453,0.51%
2021-02-11,6.4542,6.4582,6.459,6.4574,-0.05%
2021-02-10,6.4576,6.4364,6.4601,6.4292,0.36%
2021-02-09,6.4344,6.4478,6.4545,6.431,-0.16%
2021-02-08,6.4444,6.462,6.4629,6.4468,-0.34%
2021-02-05,6.4664,6.47,6.4829,6.4599,-0.08%
2021-02-04,6.4715,6.4604,6.4737,6.456,0.21%
2021-02-03,6.4579,6.456,6.4647,6.4549,0.04%
2021-02-02,6.4551,6.4653,6.4672,6.4475,-0.18%
2021-02-01,6.4669,6.4309,6.4714,6.4307,0.65%
2021-01-29,6.425,6.4563,6.4679,6.4223,-0.37%
2021-01-28,6.4491,6.4898,6.4948,6.4475,-0.51%
2021-01-27,6.4822,6.4616,6.4881,6.4577,0.29%
2021-01-26,6.4635,6.477,6.4785,6.4623,-0.23%
2021-01-25,6.4784,6.485,6.487,6.4721,-0.04%
2021-01-22,6.481,6.462,6.4864,6.462,0.33%
2021-01-21,6.4595,6.4567,6.4665,6.4561,-0.09%
2021-01-20,6.465,6.4767,6.478,6.4624,-0.20%
2021-01-19,6.4777,6.4925,6.4935,6.4774,-0.19%
2021-01-18,6.4902,6.482,6.4974,6.4774,0.16%
2021-01-15,6.48,6.4665,6.4815,6.4639,0.10%
2021-01-14,6.4736,6.4672,6.4766,6.4617,0.09%
2021-01-13,6.4677,6.4514,6.4724,6.4494,0.10%
2021-01-12,6.461,6.4787,6.4788,6.4577,-0.29%
2021-01-11,6.4795,6.4799,6.4932,6.47,0.07%
2021-01-08,6.475,6.4776,6.478,6.4615,-0.02%
2021-01-07,6.476,6.459,6.4795,6.4546,0.22%
2021-01-06,6.4617,6.4561,6.4643,6.451,0.10%
2021-01-05,6.455,6.4603,6.4693,6.4296,-0.08%
2021-01-04,6.4601,6.5167,6.517,6.4567,-1.02%
2021-01-01,6.5267,6.5267,6.5267,6.5267,0.03%
2020-12-31,6.525,6.5223,6.5561,6.5152,0.06%
2020-12-30,6.5208,6.5307,6.5378,6.5208,-0.14%
2020-12-29,6.53,6.5371,6.5385,6.5265,-0.07%
2020-12-28,6.5346,6.5418,6.5438,6.5282,-0.09%
2020-12-25,6.5408,6.53,6.5444,6.5198,0.17%
2020-12-24,6.53,6.5406,6.5406,6.5265,-0.15%
2020-12-23,6.54,6.5493,6.5557,6.5324,-0.04%
2020-12-22,6.5426,6.5426,6.5547,6.5394,-0.06%
2020-12-21,6.5467,6.5471,6.5564,6.5462,0.18%
2020-12-18,6.5348,6.533,6.5462,6.5317,0.04%
2020-12-17,6.5321,6.528,6.5425,6.5269,0.00%
2020-12-16,6.5323,6.5366,6.5465,6.5241,-0.10%
2020-12-15,6.5388,6.5455,6.5568,6.538,-0.14%
2020-12-14,6.548,6.5325,6.5525,6.5325,0.05%
2020-12-11,6.5445,6.5375,6.5493,6.5352,0.02%
2020-12-10,6.5435,6.546,6.5538,6.5398,0.04%
2020-12-09,6.541,6.5293,6.5467,6.5194,0.16%
2020-12-08,6.5307,6.5333,6.5398,6.5199,0.02%
2020-12-07,6.5295,6.5295,6.544,6.528,-0.01%
2020-12-04,6.5301,6.5431,6.5529,6.5268,-0.18%
2020-12-03,6.5418,6.554,6.5664,6.5423,-0.31%
2020-12-02,6.5622,6.5639,6.5692,6.5519,-0.13%
2020-12-01,6.5705,6.5789,6.5875,6.5606,-0.08%
2020-11-30,6.576,6.5768,6.595,6.5708,0.03%
2020-11-27,6.5738,6.573,6.5848,6.5714,0.00%
2020-11-26,6.5741,6.5654,6.578,6.5622,-0.01%
2020-11-25,6.575,6.5915,6.5915,6.5724,-0.23%
2020-11-24,6.59,6.5778,6.5931,6.5736,0.08%
2020-11-23,6.585,6.5548,6.5862,6.5532,0.37%
2020-11-20,6.5608,6.5743,6.5823,6.5604,-0.28%
2020-11-19,6.5789,6.5605,6.5941,6.5599,0.31%
2020-11-18,6.5588,6.5579,6.5669,6.5389,0.05%
2020-11-17,6.5556,6.5847,6.5847,6.5473,-0.42%
2020-11-16,6.583,6.5884,6.5919,6.5696,-0.32%
2020-11-13,6.6039,6.6175,6.627,6.6041,-0.11%
2020-11-12,6.6114,6.6311,6.6342,6.6113,-0.28%
2020-11-11,6.6301,6.6075,6.6334,6.5922,0.23%
2020-11-10,6.6146,6.6217,6.6283,6.5974,-0.20%
2020-11-09,6.628,6.5918,6.6349,6.5628,0.30%
2020-11-06,6.608,6.6146,6.6383,6.6065,0.08%
2020-11-05,6.6027,6.641,6.6635,6.6034,-0.68%
2020-11-04,6.648,6.7067,6.7508,6.6515,-0.42%
2020-11-03,6.6759,6.6821,6.6975,6.6764,-0.21%
2020-11-02,6.6899,6.6927,6.7014,6.6811,-0.03%
2020-10-30,6.6919,6.715,6.715,6.6793,-0.33%
2020-10-29,6.714,6.729,6.729,6.702,-0.21%
2020-10-28,6.7279,6.7153,6.7301,6.707,0.35%
2020-10-27,6.7044,6.7123,6.7243,6.6965,-0.11%
2020-10-26,6.7119,6.6853,6.7143,6.6783,0.41%
2020-10-23,6.6843,6.6845,6.6936,6.6652,0.03%
2020-10-22,6.6821,6.6511,6.6887,6.6465,0.48%
2020-10-21,6.6503,6.6767,6.6767,6.6408,-0.38%
2020-10-20,6.6754,6.6786,6.6944,6.6761,-0.07%
2020-10-19,6.6803,6.6976,6.7041,6.6818,-0.24%
2020-10-16,6.6962,6.719,6.7259,6.6943,-0.40%
2020-10-15,6.7233,6.7154,6.7355,6.714,0.14%
2020-10-14,6.7136,6.7467,6.7483,6.7123,-0.47%
2020-10-13,6.7452,6.7565,6.7615,6.7323,0.00%
2020-10-12,6.7451,6.6947,6.7555,6.6947,0.77%
2020-10-09,6.6933,6.7264,6.7308,6.6933,-1.44%
2020-10-08,6.7908,6.7908,6.7908,6.7908,0.00%
2020-10-07,6.7908,6.7908,6.7908,6.7908,0.00%
2020-10-06,6.7908,6.7908,6.7908,6.7908,0.00%
2020-10-05,6.7908,6.7908,6.7908,6.7908,0.01%
2020-10-02,6.7898,6.7908,6.7908,6.7908,0.00%
2020-10-01,6.7898,6.7908,6.7909,6.7907,0.00%
2020-09-30,6.7896,6.813,6.8172,6.786,-0.37%
2020-09-29,6.815,6.8222,6.8277,6.8103,0.06%
2020-09-28,6.8106,6.8153,6.8281,6.8101,-0.17%
2020-09-25,6.822,6.8095,6.8337,6.8095,-0.08%
2020-09-24,6.8273,6.8095,6.8338,6.8094,0.27%
2020-09-23,6.8089,6.7922,6.8131,6.7853,0.46%
